Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Mult Lines,Int Service,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Pay Method,Monthlycharges,Totalcharges,Has_Streaming,OnlineExtras,StreamingExtras,Cluster
0,1,1,0,0.8891841702469956,1,2,1,1,1,1,1,1,1,0,0,2,0.9941224869640414,0.9237226610837616,1,4,2,0
1,0,0,0,0.4738949439878661,0,1,0,0,0,0,0,0,1,0,1,3,0.3306448253449643,0.4506165447635584,1,0,1,3
0,0,1,1,0.5949069773404103,1,0,1,0,1,1,0,1,0,0,1,1,0.8487119515073673,0.7060169311117579,1,2,1,1
0,0,1,1,0.0,1,0,2,0,0,0,0,0,0,0,1,2,0.04621534231482627,0.009267885936438632,0,0,0,3
0,0,1,1,0.8257316158269238,1,0,0,1,1,0,1,1,1,1,0,1,0.791093946860328,0.8299070395338606,1,3,2,0
0,0,1,1,0.9360588089274335,1,0,0,1,0,0,0,1,1,1,1,0,0.7185593402888848,0.8700681443878906,1,1,2,1
1,0,0,0,0.5949069773404103,1,0,2,0,0,0,0,0,0,0,1,3,0.04082192209312935,0.47300719574852845,0,0,0,3
1,0,1,0,0.4474001131530433,1,0,1,0,1,1,1,1,0,0,1,3,0.8800100899476795,0.6288086772055468,1,3,1,0
0,1,0,0,0.7433740681130344,1,2,1,0,0,1,1,1,1,0,1,2,0.9255772391444286,0.8206995580831042,1,2,2,2
1,0,0,0,0.7021154854916872,1,2,1,0,1,0,0,0,0,0,1,2,0.7907613750264674,0.7489693440060865,0,1,0,4
0,0,1,0,0.8327695947818418,1,0,1,1,0,1,1,1,1,1,1,1,0.9327650562165128,0.8790438250380654,1,3,2,0
1,0,0,0,0.8110974307265147,1,2,1,0,0,0,0,0,1,0,1,2,0.8198928206957978,0.8294534685527034,1,0,1,4
1,0,0,0,0.305398088651998,1,2,1,0,1,1,0,1,1,0,0,3,0.929696403735677,0.5478346548114631,1,2,2,2
1,0,0,0,0.11271334783759884,1,0,0,0,0,0,0,0,0,0,0,2,0.4741143637267724,0.23855927713641747,0,0,0,3
1,0,0,0,0.34824971471629823,1,0,1,0,1,0,0,1,0,0,1,2,0.8205224717852754,0.5422043711319349,1,1,1,1
0,0,0,1,0.9590458920202943,1,2,1,0,0,1,0,1,1,1,1,2,0.9090418917665933,0.9505912827877485,1,1,2,2
1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,3,0.5742656882034851,0.17045545168304216,1,0,1,3
1,0,0,1,0.254715372338644,1,0,0,1,0,0,0,0,0,0,0,2,0.5311529686510067,0.40065021695684394,0,1,0,3
1,1,1,1,0.4181114364895969,1,0,1,0,0,0,0,1,0,0,1,1,0.7920904212932497,0.5598756626236856,1,0,1,1
0,1,1,0,0.5409344555306974,1,0,1,0,0,0,0,0,0,0,1,2,0.7189400490836241,0.633525414627388,0,0,0,3
1,1,1,1,0.8463325441826955,1,2,1,0,1,1,1,1,1,1,1,2,0.9685143332269339,0.8940959626305414,1,3,2,0
1,0,1,0,0.9454829426194404,1,2,1,1,1,1,0,1,1,1,1,2,0.9598594898697663,0.9514631353830293,1,3,2,0
0,1,0,0,0.4738949439878661,0,1,0,0,0,0,0,0,1,0,1,2,0.343098895759918,0.4668963000630194,1,0,1,1
1,0,1,0,0.7021154854916872,1,2,1,0,0,1,0,1,1,0,1,2,0.9138187591718883,0.7898241591434195,1,1,2,2
1,0,0,0,0.6789366222463231,1,2,0,1,0,0,0,0,0,0,1,2,0.5836637420125543,0.6672294542806774,0,1,0,4
0,1,0,0,0.34824971471629823,1,2,1,0,1,0,0,1,1,0,1,2,0.8988148279249208,0.5533641644960621,1,1,2,2
1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7200805494716828,0.21496549266776155,0,0,0,3
0,1,1,0,0.5203335271749256,1,2,1,0,1,1,0,1,0,0,1,2,0.8979990232406241,0.6572200909476099,1,2,1,2
0,1,0,0,0.8396337785951014,0,1,0,1,1,0,0,1,1,0,1,2,0.5967405767183334,0.7693422204413088,1,2,2,2
1,0,0,0,0.305398088651998,1,2,1,0,0,1,0,1,0,0,1,2,0.8666144736284458,0.5185212123811198,1,1,1,2
1,0,1,0,0.34824971471629823,1,0,1,0,1,1,0,0,1,0,1,2,0.8578849484736925,0.5445228543915903,1,2,1,1
1,1,1,0,0.8396337785951014,1,2,1,1,0,0,0,1,1,0,0,2,0.9180292812332569,0.8771187676861817,1,1,2,2
1,1,1,0,0.8463325441826955,1,2,1,1,0,1,0,0,0,0,1,0,0.813555131309527,0.8409740564105895,0,2,0,0
1,0,0,0,0.4738949439878661,1,0,1,0,0,0,0,0,0,0,1,2,0.7177971073799938,0.5986161862075868,0,0,0,3
0,0,1,1,0.770738963257597,1,0,2,0,0,0,0,0,0,0,1,3,0.0367408011138838,0.5797093258463836,0,0,0,3
0,0,1,0,0.11271334783759884,0,1,0,0,0,0,0,0,1,0,1,2,0.34921866546885233,0.2113316957187653,1,0,1,1
1,0,0,0,0.254715372338644,0,1,0,0,0,0,0,1,1,0,1,2,0.4765168157529105,0.3629583509549429,1,0,2,1
0,0,0,0,0.34824971471629823,1,0,1,1,1,1,1,0,1,0,1,0,0.8982710966539,0.5553436372198802,1,4,1,0
0,1,1,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7143535292971841,0.2132173176157112,0,0,0,3
1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,2,0.7857477789229389,0.2350104390388477,1,0,1,1
0,1,0,0,0.11271334783759884,1,2,1,0,0,0,0,0,0,0,1,3,0.7578295330815467,0.34736795123028386,0,0,0,4
1,0,0,1,0.8257316158269238,1,2,1,0,0,1,0,1,1,0,1,0,0.9042219026081059,0.8642965841389703,1,1,2,2
1,1,1,0,0.610796177303996,1,0,1,0,1,0,0,0,0,0,1,2,0.7648598395441464,0.6818827403342956,0,1,0,3
0,0,1,0,0.9961656589327946,1,2,1,0,0,0,0,1,1,2,1,0,0.8734967694967889,0.9548972188059887,1,0,2,2
1,0,1,0,0.9545980320105482,1,2,1,0,1,0,1,1,0,2,1,2,0.8757712950321689,0.9295911195358435,1,2,1,0
1,0,0,0,0.0,1,2,2,0,0,0,0,0,0,0,1,3,0.14735249821853488,0.04014004063452657,0,0,0,4
1,0,0,0,0.254715372338644,1,0,1,0,0,0,0,0,0,0,1,2,0.7193204866216292,0.41369325373820437,0,0,0,3
0,0,1,0,0.8185108119262328,1,2,1,0,0,1,0,1,1,0,1,2,0.9055651588184359,0.8636415366364311,1,1,2,2
0,0,1,1,0.3853694816287984,1,0,1,0,0,0,0,0,0,0,1,2,0.7101143264577525,0.5369524066972767,0,0,0,3
1,0,0,0,0.19268474081439926,0,1,0,0,0,0,0,0,0,0,0,2,0.16267161630500282,0.2070075522730629,0,0,0,3
1,0,0,0,0.34824971471629823,0,1,0,0,1,0,0,0,0,0,1,1,0.2742131687058939,0.3923154792488894,0,1,0,1
0,0,0,0,0.254715372338644,1,0,1,0,0,0,0,0,0,0,1,1,0.7181783598503162,0.4324063167658487,0,0,0,1
0,0,0,0,0.0,1,2,1,0,0,0,0,0,0,0,1,2,0.7697265508848726,0.23011995318303188,0,0,0,4
0,0,0,0,0.5203335271749256,1,2,1,0,0,1,0,1,1,0,1,0,0.9090418917665933,0.6724858221866129,1,1,2,2
1,0,0,0,0.254715372338644,1,0,1,0,0,0,0,1,0,0,1,2,0.7957283323509124,0.4722677015610043,1,0,1,1
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,3,0.7189400490836241,0.2146173544973853,0,0,0,3
1,0,1,1,0.254715372338644,1,2,0,0,0,0,0,0,0,0,1,2,0.5476652729590809,0.4050065477823435,0,0,0,4
1,1,1,0,0.9761580826059855,1,2,1,0,0,0,1,1,1,0,1,1,0.9085084810708816,0.9618393322196772,1,1,2,2
1,1,1,0,0.9161942659559942,1,2,0,1,0,0,1,0,0,1,1,2,0.6359340353234898,0.8387735331246283,0,2,0,0
0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7147372476478713,0.213334447785895,0,0,0,3
1,0,1,0,0.254715372338644,0,1,0,0,1,0,0,1,1,0,1,2,0.5224264158877598,0.3861883383797476,1,1,2,2
1,0,0,1,0.7336191963450966,1,2,1,0,0,0,1,0,0,0,1,2,0.7857477789229389,0.7747529355711803,0,1,0,4
1,1,0,0,0.4474001131530433,1,2,1,0,0,0,0,0,1,0,1,2,0.8217795507932384,0.6000415744529748,1,0,1,4
1,0,0,0,0.3853694816287984,1,0,1,0,1,0,0,1,1,0,1,2,0.8766217503147014,0.5821763567631814,1,1,2,1
0,1,0,0,0.5780542224431977,1,2,1,0,0,0,0,0,0,0,1,3,0.7507054239013919,0.6698610457887894,0,0,0,4
1,0,1,0,0.254715372338644,1,2,1,0,1,0,0,1,1,0,1,2,0.909308397418246,0.5063788936555879,1,1,2,2
0,1,1,0,0.723509525141595,1,0,1,0,1,0,0,0,1,0,0,2,0.8211513812360782,0.7739436768239198,1,1,1,1
1,0,1,1,0.9802764589692089,1,2,1,1,1,1,0,1,1,1,1,2,0.9654051316950595,0.9757050719141901,1,3,2,0
1,1,0,0,0.4738949439878661,1,2,1,0,0,0,0,1,1,0,1,2,0.8828173732913875,0.6302208511000685,1,0,2,2
0,0,1,1,0.4181114364895969,1,0,2,0,0,0,0,0,0,1,1,3,0.04217539319048182,0.33296160633659844,0,0,0,3
1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,2,0.17123202510578764,0.04742927515563875,0,0,0,3
0,0,0,0,0.34824971471629823,1,0,1,0,0,0,0,1,1,0,1,2,0.8584713780351136,0.5194546185103348,1,0,2,1
1,0,1,0,0.7527982018050413,1,2,1,1,1,0,0,0,0,0,1,2,0.817999400052099,0.7948762802016625,0,2,0,4
0,1,0,0,0.7619132911961489,1,2,1,1,1,1,0,0,0,0,0,1,0.8619764938740595,0.813052025956361,0,3,0,0
0,0,1,1,0.713018267989325,1,2,1,0,0,1,0,0,1,0,1,2,0.8466186369056874,0.7882217400260942,1,1,1,2
1,0,0,0,0.4474001131530433,1,2,1,0,0,0,0,1,0,0,1,2,0.8236596374610912,0.6026622383938224,1,0,1,4
1,0,0,0,0.4980828294663973,1,0,1,0,0,0,1,0,0,0,1,2,0.7463848819561992,0.6352057039918612,0,1,0,3
0,1,1,1,0.254715372338644,1,0,0,0,0,0,0,0,0,0,0,2,0.49361863963477015,0.36964544991372605,0,0,0,3
1,0,0,0,0.610796177303996,1,0,1,1,0,0,0,1,1,0,0,2,0.8743508524226999,0.7268887508102095,1,1,2,1
1,1,0,0,0.11271334783759884,1,2,1,0,0,0,0,1,1,0,1,2,0.8752035713614569,0.36973517555584673,1,0,2,2
0,1,1,0,0.0,1,0,0,1,0,0,0,0,0,0,1,2,0.5333125026847899,0.1579544764735317,0,1,0,3
1,0,0,0,0.9677336403279688,1,2,1,0,1,0,1,1,1,1,1,1,0.9375879733325762,0.9625776540185156,1,2,2,0
1,0,1,0,0.0,1,0,1,0,0,0,0,1,1,0,1,2,0.8564160505404055,0.2565819554032002,1,0,2,1
0,0,0,0,0.11271334783759884,0,1,0,0,0,0,0,1,1,0,1,2,0.4848412793169792,0.24686924061568477,1,0,2,1
0,0,0,0,0.11271334783759884,1,0,1,0,0,0,0,0,1,0,0,2,0.7927537059276151,0.3718739044373278,1,0,1,1
0,0,0,0,0.9634237040719962,1,2,1,0,1,0,0,1,1,1,0,0,0.9077073645485026,0.9434047936904442,1,1,2,2
1,0,0,1,0.4738949439878661,1,2,1,0,0,0,0,1,1,0,0,2,0.8819767369666038,0.6359343234078685,1,0,2,2
0,0,0,0,0.4474001131530433,1,0,1,0,0,0,0,1,0,0,1,0,0.7731758139265048,0.5928208444038758,1,0,1,1
1,1,0,0,0.11271334783759884,1,0,1,0,1,0,0,0,0,0,1,2,0.752495382205266,0.35441603126539656,0,1,0,3
0,1,1,0,0.5780542224431977,1,2,1,0,0,1,1,0,0,0,1,2,0.8090735601149758,0.6851403572704338,0,2,0,4
0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,2,0.7759192705054615,0.23201028316532568,1,0,1,1
1,1,1,0,0.7021154854916872,0,1,0,1,0,0,0,0,1,0,0,0,0.4068426222666602,0.6429461350063992,1,1,1,1
1,0,1,0,0.9161942659559942,0,1,0,0,1,1,1,1,1,1,1,2,0.6394789051871073,0.8364661331492366,1,3,2,0
0,0,0,0,0.5949069773404103,1,0,0,1,0,0,0,0,0,0,1,2,0.5397391888403074,0.6034445671214352,0,1,0,3
1,1,0,0,0.305398088651998,1,0,1,0,0,0,0,0,0,0,1,3,0.7197006532891675,0.46793082646834283,0,0,0,3
1,0,0,0,0.5409344555306974,0,1,0,1,0,0,1,1,0,0,1,1,0.48836955688233724,0.5636175674389037,1,2,1,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,3,0.4824760747318467,0.14243663781139157,0,0,0,3
1,0,0,0,0.9961656589327946,1,2,1,1,0,1,1,1,1,2,1,2,0.9495816058019904,0.9767917077151332,1,3,2,0
1,0,1,0,0.9109981273786067,1,0,1,1,0,0,0,1,0,0,0,2,0.8157818896360749,0.8872606979325283,1,1,1,1
0,0,0,0,0.11271334783759884,1,0,2,0,0,0,0,0,0,0,0,3,0.06596891667498471,0.11767352835634769,0,0,0,3
1,1,1,0,0.7021154854916872,1,0,1,0,0,1,0,1,1,0,1,2,0.870353391575866,0.778484545006219,1,1,2,1
1,0,0,0,0.11271334783759884,1,0,0,0,0,0,0,0,0,0,0,0,0.4941986984229441,0.23674381328789829,0,0,0,1
1,1,1,0,0.8463325441826955,1,2,1,0,0,1,0,1,1,0,1,2,0.9071726183225334,0.8838769938043055,1,1,2,2
0,0,1,1,0.5601134609906421,1,2,1,0,0,1,0,0,1,0,1,2,0.8354155435915871,0.6851792114066094,1,1,1,2
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,0.7073990220706364,0.2110944516815399,0,0,0,3
1,1,0,0,0.8592644256166645,1,0,1,0,0,0,0,1,1,0,1,3,0.8493085371135675,0.8676956869719484,1,0,2,1
0,0,0,1,0.610796177303996,1,2,0,0,0,1,0,0,0,1,1,3,0.5972188069894443,0.6371733732598115,0,1,0,4
0,1,0,0,0.6536478033682963,1,2,1,0,0,0,0,0,1,0,1,1,0.8264674128812726,0.7367930471915959,1,0,1,4
0,1,0,0,0.254715372338644,1,2,1,0,0,1,0,1,0,0,1,2,0.8472175646880609,0.4748060788777705,1,1,1,2
1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,2,0.7924221666049474,0.23704779837719175,1,0,1,1
1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,2,0.7840660639516119,0.23449709491433693,1,0,1,1
0,0,0,0,0.11271334783759884,1,2,1,0,0,1,0,0,0,0,0,3,0.7930850395169015,0.3446704662057159,0,1,0,4
0,0,0,0,0.8716213630607225,1,2,1,0,1,0,0,1,0,0,1,1,0.8478158214027509,0.8743248669759277,1,1,1,2
0,0,1,1,0.8396337785951014,1,2,1,0,0,1,1,0,0,0,1,2,0.8205224717852754,0.8424362519764488,0,2,0,4
0,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,1,3,0.05552469004535919,0.012109567815934391,0,0,0,3
0,0,1,0,0.8034809181183954,1,0,1,0,0,0,0,0,0,0,1,2,0.7200805494716828,0.7915020547167589,0,0,0,3
0,0,1,0,0.9634237040719962,1,2,1,0,1,1,0,1,1,1,1,2,0.9468567635710807,0.9618832043185147,1,2,2,2
1,0,1,0,1.0,1,2,1,1,1,1,1,1,1,1,1,0,0.9957112696172725,1.0,1,4,2,0
0,0,1,0,0.713018267989325,0,1,0,0,0,0,0,1,0,0,1,0,0.3322175630417066,0.6217781113567388,1,0,1,1
0,0,1,1,0.6665796848022654,0,1,0,1,0,1,0,1,1,1,1,2,0.5981739844570563,0.6714677448851734,1,2,2,0
0,0,1,0,0.8327695947818418,0,1,0,1,0,1,0,1,1,0,0,2,0.5976966093139466,0.7750367218346438,1,2,2,0
0,0,0,0,0.254715372338644,1,0,1,0,1,0,0,0,0,0,1,0,0.7662548607478794,0.46876351727173343,0,1,0,1
0,0,1,1,0.4181114364895969,1,0,1,0,0,1,0,1,1,0,1,2,0.8763384157036478,0.6066312474422055,1,1,2,1
0,0,1,0,0.9312241597638317,1,2,1,0,1,0,0,1,1,1,1,2,0.8988148279249208,0.9257906823591789,1,1,2,2
0,0,0,0,0.770738963257597,1,2,0,1,0,1,1,0,0,0,0,1,0.6802772875161337,0.760200833365299,0,3,0,0
0,0,1,1,0.11271334783759884,0,1,0,0,0,0,0,0,0,0,1,3,0.15506699450783726,0.10835747140587546,0,0,0,3
1,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,3,0.5445089441895451,0.16137219443400105,0,1,0,3
1,0,0,1,0.254715372338644,1,2,1,0,0,0,1,0,0,0,0,1,0.7944083216365884,0.46820069224426697,0,1,0,4
1,0,0,0,0.305398088651998,1,2,1,0,1,1,0,0,0,0,1,2,0.8233467490478006,0.5079038581005101,0,2,0,4
1,0,1,1,0.610796177303996,1,0,1,0,0,0,0,1,0,0,0,2,0.7947386303770947,0.7026316893107883,1,0,1,1
0,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0.054204679331035115,0.011706634051269845,0,0,0,1
1,1,1,0,0.7021154854916872,1,2,1,1,0,0,0,0,0,0,1,2,0.7813642539514285,0.740961372927658,0,1,0,4
1,0,0,0,0.5203335271749256,1,0,0,0,0,0,0,0,0,0,1,0,0.4866083324311433,0.5407658766176827,0,0,0,1
1,0,1,0,0.254715372338644,1,0,1,0,0,0,0,1,0,0,1,2,0.791426311677783,0.4554323784486816,1,0,1,1
1,0,0,0,0.11271334783759884,1,0,0,0,0,0,0,0,0,0,1,2,0.4836599866625741,0.26993839556138033,0,0,0,3
0,0,0,0,0.4738949439878661,1,2,1,0,0,1,0,1,1,0,1,2,0.9114356674113409,0.6572200909476099,1,1,2,2
0,0,1,1,0.610796177303996,1,2,1,1,0,1,0,1,0,0,0,2,0.8774708531631373,0.725028388668115,1,2,1,2
0,1,0,0,0.0,1,2,1,0,0,0,0,0,0,0,1,3,0.7507054239013919,0.2243137470511818,0,0,0,4
0,0,1,0,0.4980828294663973,1,2,1,0,0,0,0,1,1,0,1,2,0.8752035713614569,0.660069819832325,1,0,2,2
0,0,1,1,0.11271334783759884,1,0,1,0,1,0,0,0,0,0,1,0,0.7442114295846989,0.333410605586935,0,1,0,1
1,0,0,0,0.254715372338644,1,0,1,0,0,1,0,0,0,0,1,0,0.7532096887492581,0.4629446124443686,0,1,0,1
0,0,0,0,0.34824971471629823,1,0,1,0,0,0,0,1,1,0,1,2,0.8490103276324836,0.5570153095643511,1,0,2,1
0,1,1,0,0.8396337785951014,1,0,1,0,1,0,1,1,1,1,1,1,0.9039528453779223,0.8761546665360714,1,2,2,0
1,1,1,0,0.7792930326398642,1,2,1,0,0,1,1,1,1,0,1,2,0.9337840337433301,0.8448120495509618,1,2,2,2
1,1,0,0,0.9263039371594961,1,2,1,1,0,0,0,1,1,0,1,2,0.9017954926975859,0.9289959944500698,1,1,2,2
0,0,0,1,0.11271334783759884,1,2,1,0,0,0,0,1,1,0,1,0,0.8763384157036478,0.38024287828103254,1,0,2,2
1,0,0,0,0.9590458920202943,1,2,1,0,0,1,0,1,1,1,1,2,0.8906001418662123,0.9430964290291048,1,1,2,2
1,0,0,0,0.5203335271749256,1,0,1,1,0,1,0,0,0,0,0,0,0.8003228394143181,0.6228446319873449,0,2,0,1
0,0,1,1,0.7875917181548097,1,2,1,0,0,0,0,0,1,0,0,1,0.8286410759204451,0.8123146559554513,1,0,1,4
1,0,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,2,0.8513913530363317,0.25504816460919616,1,0,2,1
1,0,0,0,0.4474001131530433,1,0,0,0,0,0,0,0,0,0,0,3,0.4812895318835551,0.5105150544049376,0,0,0,3
0,0,1,0,0.8891841702469956,0,1,0,0,1,1,0,0,0,1,0,3,0.343098895759918,0.724754350625571,0,2,0,3
0,0,0,0,0.4738949439878661,1,2,1,0,1,1,0,0,1,0,1,2,0.8800100899476795,0.6399229946891591,1,2,1,2
0,0,0,0,0.0,1,2,1,0,0,0,0,0,1,0,0,3,0.8264674128812726,0.24744012254713285,1,0,1,4
0,0,1,0,0.19268474081439926,1,2,1,0,0,0,0,1,1,0,1,2,0.8819767369666038,0.44752927133623793,1,0,2,2
1,0,1,1,0.8463325441826955,1,2,1,0,0,1,1,1,1,1,1,2,0.9219467167220002,0.8821091150800613,1,2,2,2
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,2,0.5928992359631456,0.17614334911173932,1,0,1,1
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,3,0.7174155824891619,0.21415201049877503,0,0,0,3
1,1,0,0,0.0,1,2,1,0,0,1,0,1,0,0,1,2,0.8448178120553145,0.25304158876407945,1,1,1,2
1,1,0,0,0.3853694816287984,1,2,1,0,0,0,0,0,0,0,0,3,0.745661380406474,0.5488092339179761,0,0,0,4
1,0,0,0,0.305398088651998,1,2,1,0,0,0,0,0,0,0,1,0,0.7610046310125275,0.4801549373715248,0,0,0,4
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,3,0.4692767853403454,0.13840754978377068,0,0,0,3
1,0,0,0,0.9545980320105482,1,2,1,1,0,1,1,1,1,2,1,1,0.96684239787111,0.961937731546624,1,3,2,0
1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,2,0.35451652386354743,0.10337693700998578,1,0,1,1
1,0,1,1,0.9802764589692089,1,2,1,0,1,1,0,0,0,1,0,2,0.8363327108288403,0.937504303368561,0,2,0,0
0,0,0,0,0.5203335271749256,1,0,1,0,0,0,0,0,1,0,0,0,0.7762612135603765,0.638868283401081,1,0,1,1
0,1,1,0,0.7336191963450966,1,2,1,1,0,0,1,1,1,0,1,0,0.9307212486990624,0.819403221120105,1,2,2,0
0,0,0,0,0.11271334783759884,1,0,0,0,1,0,0,0,0,0,1,1,0.5278972020878475,0.25720934489032676,0,1,0,1
1,1,1,0,0.11271334783759884,1,2,1,0,0,0,0,1,0,0,1,3,0.8329620341073628,0.3452448229983138,1,0,1,4
1,0,1,1,0.9500778459121858,1,0,1,0,1,1,0,1,0,1,0,2,0.857591491988152,0.9241566020247157,1,2,1,1
0,0,1,0,0.4181114364895969,1,2,1,0,0,0,0,0,1,0,1,1,0.8227204216305273,0.5717126538555407,1,0,1,4
1,1,1,0,0.9360588089274335,0,1,0,0,0,0,0,1,1,0,1,2,0.4801003463986749,0.8017233040997596,1,0,2,2
1,0,0,0,0.34824971471629823,1,0,1,0,1,0,0,1,0,0,1,2,0.8236596374610912,0.5312427515451953,1,1,1,1
1,0,0,0,0.9312241597638317,1,2,1,0,1,0,1,0,1,0,1,2,0.8777535876479015,0.9140209863356298,1,2,1,2
0,0,1,1,0.5409344555306974,1,0,1,0,0,0,0,1,1,0,0,2,0.8421051352874782,0.6804759583551896,1,0,2,1
0,0,1,0,0.34824971471629823,1,0,0,0,0,0,1,0,0,0,1,2,0.5289846649118131,0.4347706797329646,0,1,0,3
1,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,0,3,0.051554827430843116,0.010897765766822172,0,0,0,3
0,0,0,0,0.11271334783759884,1,2,1,0,0,0,0,1,1,0,1,2,0.8864449141875185,0.3634252278848883,1,0,2,2
1,0,0,0,0.305398088651998,1,0,0,0,0,1,0,1,1,1,1,3,0.7177971073799938,0.47537004700032,1,1,2,1
1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,1,3,0.49187467272128266,0.14530556336582634,0,0,0,3
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,0.7279965612470813,0.21738185822538775,0,0,0,3
0,0,0,0,0.0,1,2,1,0,1,0,0,1,1,0,1,1,0.9095747701162132,0.27280867445251883,1,1,2,2
0,0,0,0,0.0,1,0,1,0,1,0,1,1,0,0,0,2,0.8619764938740595,0.2582792828122284,1,2,1,1
1,0,0,1,0.8948002263060865,1,2,1,0,0,0,1,1,1,1,1,0,0.9114356674113409,0.9122638778137037,1,1,2,2
1,0,1,0,0.9843347108983214,1,2,1,0,1,1,1,1,1,2,1,0,0.9591318803154247,0.9785072589469497,1,3,2,0
0,0,1,1,0.9003050659924084,1,2,1,0,0,0,0,1,0,0,1,0,0.8176831761387986,0.8783050406235307,1,0,1,4
0,0,1,1,0.19268474081439926,1,2,1,0,0,0,0,0,1,0,1,0,0.8198928206957978,0.43114962006195023,1,0,1,4
1,1,1,0,0.9360588089274335,1,2,1,0,1,1,0,0,1,0,1,0,0.882257096154983,0.9233671666687275,1,2,1,0
1,0,0,0,0.8327695947818418,1,2,1,0,0,0,0,0,0,0,0,2,0.7564122951904252,0.8277074927587503,0,0,0,4
1,0,1,0,0.610796177303996,1,0,1,0,0,0,0,0,0,0,1,0,0.7208395319193115,0.6793054808156436,0,0,0,1
0,1,0,0,0.4181114364895969,1,0,1,0,0,1,0,1,1,0,1,1,0.8777535876479015,0.5992646385186905,1,1,2,1
1,0,0,0,0.723509525141595,1,2,1,0,0,0,0,0,1,0,1,2,0.8148287015305071,0.7801670259692085,1,0,1,4
1,0,0,0,0.6258260711118334,1,2,0,0,0,1,1,1,1,1,1,1,0.8022798754305152,0.7054690188410097,1,2,2,0
1,0,1,0,0.4181114364895969,1,0,1,1,0,0,0,0,0,0,1,2,0.7510638959269418,0.5671018785384858,0,1,0,3
0,0,1,1,0.19268474081439926,0,1,0,0,0,0,1,0,0,0,1,3,0.2828953772704257,0.2641273553172272,0,1,0,3
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7197006532891675,0.21484952921584297,0,0,0,3
1,1,1,0,0.4738949439878661,1,2,1,0,0,0,0,0,1,0,0,2,0.8249093608215463,0.621539092946406,1,0,1,4
1,0,0,0,0.254715372338644,1,2,1,0,1,0,0,0,0,0,0,2,0.7786487029639954,0.46701980285349814,0,1,0,4
1,1,0,0,0.6400848539674424,1,2,1,0,1,0,0,1,0,0,1,2,0.8411978384472455,0.7412875254402245,1,1,1,2
1,0,1,1,0.9961656589327946,1,2,1,0,1,1,0,1,1,2,1,0,0.9393539132527331,0.9808847905313828,1,2,2,0
1,1,0,0,0.8327695947818418,1,2,1,0,0,0,0,1,1,0,1,0,0.8844946858602519,0.8635136793378344,1,0,2,2
0,0,0,0,0.0,1,2,1,0,0,0,0,0,0,0,1,3,0.7549912855373291,0.2256220079198701,0,0,0,4
0,0,0,0,0.8185108119262328,0,1,0,0,0,0,1,0,0,0,0,1,0.2398699049055138,0.6433232541357922,0,1,0,1
0,1,1,0,0.0,1,0,1,0,1,0,0,0,0,0,1,3,0.7645105140086236,0.22852775597404762,0,1,0,3
1,0,1,0,0.9454829426194404,1,2,1,0,0,0,0,0,1,1,0,2,0.8249093608215463,0.9127454080324764,1,0,1,4
1,0,0,0,0.5780542224431977,1,2,1,0,0,0,0,0,0,0,1,3,0.7617076516038868,0.6677346829084077,0,0,0,4
0,1,0,0,0.305398088651998,0,1,0,0,0,0,0,1,1,0,0,2,0.49012499099612017,0.3837373655040034,1,0,2,1
1,1,0,0,0.8034809181183954,1,2,1,0,0,0,0,1,1,0,1,2,0.8833770631350886,0.8506629654027088,1,0,2,2
1,1,1,0,0.34824971471629823,1,0,1,0,0,1,0,1,1,0,1,2,0.8850526211900166,0.5571431923679272,1,1,2,1
1,0,1,1,0.7433740681130344,1,2,1,1,1,0,0,1,1,1,0,2,0.9398573966111152,0.8182425195349684,1,2,2,2
